St,fips,county,lat,long
MI,26059,Hillsdale,41.864475,-84.642409
MI,26061,Houghton,46.998305,-88.652066
MI,26063,Huron,43.907616,-82.857045
MI,26065,Ingham,42.603534,-84.373811
MI,26067,Ionia,42.94465,-85.073766
MI,26069,Iosco,44.329482,-82.849447
MI,26071,Iron,46.170249,-88.540409
MI,26073,Isabella,43.645233,-84.839425
MI,26075,Jackson,42.248474,-84.420868
MI,26077,Kalamazoo,42.246266,-85.532854
MI,26079,Kalkaska,44.678881,-85.088992
MI,26081,Kent,43.032497,-85.547446
MI,26083,Keweenaw,47.681981,-88.148802
MI,26085,Lake,43.995187,-85.8114
MI,26087,Lapeer,43.088633,-83.224325
MI,26089,Leelanau,45.146182,-86.051574
MI,26091,Lenawee,41.895915,-84.066853
MI,26093,Livingston,42.602532,-83.911718
MI,26095,Luce,46.940602,-85.582368
MI,26097,Mackinac,46.167981,-85.303756
MI,26099,Macomb,42.671467,-82.910869
MI,26101,Manistee,44.350385,-86.602967
MI,26103,Marquette,46.656597,-87.584028
MI,26105,Mason,43.996636,-86.750814
MI,26107,Mecosta,43.635295,-85.332751
MI,26109,Menominee,45.544174,-87.509892
MI,26111,Midland,43.648378,-84.37922
MI,26113,Missaukee,44.325424,-85.085471
MI,26115,Monroe,41.916097,-83.487106
MI,26117,Montcalm,43.312782,-85.149468
MI,26119,Montmorency,45.024134,-84.130107
MI,26121,Muskegon,43.289258,-86.751892
MI,26123,Newaygo,43.562709,-85.791423
MI,26125,Oakland,42.660452,-83.38421
MI,26127,Oceana,43.647255,-86.807575
MI,26129,Ogemaw,44.33328,-84.128073
MI,26131,Ontonagon,47.216604,-89.500461
MI,26133,Osceola,43.997552,-85.322283
MI,26135,Oscoda,44.685121,-84.124894
MI,26137,Otsego,45.021794,-84.576597
MI,26139,Ottawa,42.942346,-86.655342
MI,26141,Presque Isle,45.489515,-83.384019
MI,26143,Roscommon,44.339517,-84.611272
MI,26145,Saginaw,43.328267,-84.05541
MI,26147,St. Clair,42.928804,-82.668914
MI,26149,St. Joseph,41.911488,-85.52287
MI,26151,Sanilac,43.449155,-82.642815
MI,26153,Schoolcraft,46.020758,-86.199352
MI,26155,Shiawassee,42.951545,-84.146352
MI,26157,Tuscola,43.487902,-83.436618
MI,26159,Van Buren,42.283986,-86.305697
MI,26161,Washtenaw,42.252327,-83.844634
MI,26163,Wayne,42.284664,-83.261953
MI,26165,Wexford,44.331375,-85.570046
MN,27001,Aitkin,46.602446,-93.41976
MN,27003,Anoka,45.27411,-93.242723
MN,27005,Becker,46.937629,-95.741757
MN,27007,Beltrami,47.878825,-94.986698
MN,27009,Benton,45.701227,-94.00144
MN,27011,Big Stone,45.419925,-96.402226
MN,27013,Blue Earth,44.038225,-94.064071
MN,27015,Brown,44.246542,-94.733647
MN,27017,Carlton,46.603818,-92.671044
MN,27019,Carver,44.821381,-93.800575
MN,27021,Cass,46.951427,-94.333773
MN,27023,Chippewa,45.028625,-95.564108
MN,27025,Chisago,45.505444,-92.903849
MN,27027,Clay,46.898377,-96.494901
MN,27029,Clearwater,47.575873,-95.371117
MN,27031,Cook,47.538571,-90.29019
MN,27033,Cottonwood,44.010711,-95.18313
MN,27035,Crow Wing,46.491114,-94.071213
MN,27037,Dakota,44.670893,-93.062481
MN,27039,Dodge,44.020706,-92.869353
MN,27041,Douglas,45.936429,-95.46061
MN,27043,Faribault,43.676522,-93.947234
MN,27045,Fillmore,43.67727,-92.093681
MN,27047,Freeborn,43.674202,-93.350289
MN,27049,Goodhue,44.406178,-92.716
MN,27051,Grant,45.930743,-96.010699
MN,27053,Hennepin,45.006064,-93.475185
MN,27055,Houston,43.66699,-91.501556
MN,27057,Hubbard,47.095551,-94.91329
MN,27059,Isanti,45.562431,-93.296339
MN,27061,Itasca,47.490843,-93.613128
MN,27063,Jackson,43.673025,-95.149704
MN,27065,Kanabec,45.94776,-93.297788
MN,27067,Kandiyohi,45.152714,-95.004981
MN,27069,Kittson,48.77604,-96.780349
MN,27071,Koochiching,48.24549,-93.782842
MN,27073,Lac qui Parle,44.999855,-96.176836
MN,27075,Lake,47.517111,-91.411704
MN,27077,Lake of the Woods,48.7681,-94.904634
MN,27079,Le Sueur,44.373397,-93.73018
MN,27081,Lincoln,44.408238,-96.272032
MN,27083,Lyon,44.409195,-95.847268
MN,27085,McLeod,44.821644,-94.27232
MN,27087,Mahnomen,47.325842,-95.810703
MN,27089,Marshall,48.362728,-96.357761
MN,27091,Martin,43.677118,-94.537198
MN,27093,Meeker,45.123156,-94.527346
MN,27095,Mille Lacs,45.929043,-93.632996
MN,27097,Morrison,46.020484,-94.266619
MN,27099,Mower,43.666249,-92.759514
MN,27101,Murray,44.015594,-95.761581
MN,27103,Nicollet,44.35882,-94.245685
MN,27105,Nobles,43.677686,-95.763132
MN,27107,Norman,47.32947,-96.463807
MN,27109,Olmsted,44.00343,-92.406722
MN,27111,Otter Tail,46.405725,-95.714578
MN,27113,Pennington,48.069247,-96.037725
MN,27115,Pine,46.10094,-92.763094
MN,27117,Pipestone,44.015361,-96.257015
MN,27119,Polk,47.774254,-96.400027
MN,27121,Pope,45.589623,-95.446705
MN,27123,Ramsey,45.01525,-93.100141
MN,27125,Red Lake,47.865487,-96.08718
MN,27127,Redwood,44.403536,-95.254242
MN,27129,Renville,44.723697,-94.955617
MN,27131,Rice,44.350943,-93.298503
MN,27133,Rock,43.669587,-96.263238
MN,27135,Roseau,48.761066,-95.82153
MN,27137,St. Louis,47.583852,-92.463645
MN,27139,Scott,44.651932,-93.534553
MN,27141,Sherburne,45.443171,-93.775092
MN,27143,Sibley,44.575734,-94.230123
MN,27145,Stearns,45.555235,-94.610482
MN,27147,Steele,44.015261,-93.220453
MN,27149,Stevens,45.593461,-95.992315
MN,27151,Swift,45.27545,-95.690398
MN,27153,Todd,46.066569,-94.900576
MN,27155,Traverse,45.76984,-96.475049
MN,27157,Wabasha,44.289693,-92.233341
MN,27159,Wadena,46.586784,-94.988331
MN,27161,Waseca,44.01846,-93.589844
MN,27163,Washington,45.037929,-92.890117
MN,27165,Watonwan,43.978366,-94.614128
MN,27167,Wilkin,46.362335,-96.476657
MN,27169,Winona,43.982268,-91.776708
MN,27171,Wright,45.175091,-93.966397
MN,27173,Yellow Medicine,44.715736,-95.862756
MS,28001,Adams,31.486218,-91.351781
MS,28003,Alcorn,34.886648,-88.581014
MS,28005,Amite,31.203933,-90.795542
MS,28007,Attala,33.09047,-89.588622
MS,28009,Benton,34.810773,-89.200029
MS,28011,Bolivar,33.799278,-90.884476
MS,28013,Calhoun,33.936634,-89.337114
MS,28015,Carroll,33.440795,-89.918887
MS,28017,Chickasaw,33.921654,-88.945808
MS,28019,Choctaw,33.345964,-89.251332
MS,28021,Claiborne,31.97281,-90.915424
MS,28023,Clarke,32.048448,-88.685964
MS,28025,Clay,33.661734,-88.783326
MS,28027,Coahoma,34.22867,-90.603165
MS,28029,Copiah,31.866915,-90.448758
MS,28031,Covington,31.633331,-89.548897
MS,28033,DeSoto,34.874266,-89.99324
MS,28035,Forrest,31.18858,-89.259447
MS,28037,Franklin,31.477798,-90.895884
MS,28039,George,30.855431,-88.642268
MS,28041,Greene,31.212846,-88.634811
MS,28043,Grenada,33.770031,-89.80274
MS,28045,Hancock,30.391437,-89.47985
MS,28047,Harrison,30.416536,-89.083376
MS,28049,Hinds,32.267924,-90.4659
MS,28051,Holmes,33.125942,-90.091197
MS,28053,Humphreys,33.132978,-90.523911
MS,28055,Issaquena,32.754977,-90.988552
MS,28057,Itawamba,34.281075,-88.363127
MS,28059,Jackson,30.458491,-88.619991
MS,28061,Jasper,32.016989,-89.11943
MS,28063,Jefferson,31.733633,-91.043878
MS,28065,Jefferson Davis,31.564734,-89.826626
MS,28067,Jones,31.621044,-89.167262
MS,28069,Kemper,32.750136,-88.625631
MS,28071,Lafayette,34.349298,-89.485903
MS,28073,Lamar,31.197135,-89.514952
MS,28075,Lauderdale,32.403998,-88.660449
MS,28077,Lawrence,31.550009,-90.10753
MS,28079,Leake,32.753268,-89.522568
MS,28081,Lee,34.288965,-88.680887
MS,28083,Leflore,33.54979,-90.294934
MS,28085,Lincoln,31.535216,-90.453566
MS,28087,Lowndes,33.471424,-88.439723
MS,28089,Madison,32.63437,-90.03416
MS,28091,Marion,31.230126,-89.821736
MS,28093,Marshall,34.76619,-89.504231
MS,28095,Monroe,33.89003,-88.485038
MS,28097,Montgomery,33.500714,-89.639625
MS,28099,Neshoba,32.752518,-89.119274
MS,28101,Newton,32.40197,-89.118412
MS,28103,Noxubee,33.10627,-88.565787
MS,28105,Oktibbeha,33.422313,-88.876151
MS,28107,Panola,34.365205,-89.963065
MS,28109,Pearl River,30.773791,-89.586832
MS,28111,Perry,31.169307,-88.988755
MS,28113,Pike,31.177517,-90.397725
MS,28115,Pontotoc,34.227081,-89.037239
MS,28117,Prentiss,34.620866,-88.52224
MS,28119,Quitman,34.25264,-90.290525
MS,28121,Rankin,32.262057,-89.946552
MS,28123,Scott,32.427127,-89.533209
MS,28125,Sharkey,32.89249,-90.827388
MS,28127,Simpson,31.902503,-89.917707
MS,28129,Smith,32.019034,-89.494973
MS,28131,Stone,30.790184,-89.112297
MS,28133,Sunflower,33.605529,-90.59509
MS,28135,Tallahatchie,33.955891,-90.172833
MS,28137,Tate,34.649553,-89.943105
MS,28139,Tippah,34.763618,-88.918819
MS,28141,Tishomingo,34.737699,-88.236067
MS,28143,Tunica,34.652201,-90.37177
MS,28145,Union,34.489101,-89.0023
MS,28147,Walthall,31.164492,-90.103431
MS,28149,Warren,32.357005,-90.851791
MS,28151,Washington,33.273131,-90.94443
MS,28153,Wayne,31.64476,-88.682057
MS,28155,Webster,33.612048,-89.283836
MS,28157,Wilkinson,31.160249,-91.325567
MS,28159,Winston,33.078724,-89.037391
MS,28161,Yalobusha,34.030669,-89.703793
MS,28163,Yazoo,32.765675,-90.387928
MO,29001,Adair,40.190666,-92.603592
MO,29003,Andrew,39.988863,-94.803551
MO,29005,Atchison,40.431846,-95.437555
MO,29007,Audrain,39.21448,-91.843415
MO,29009,Barry,36.699378,-93.834326
MO,29011,Barton,37.500799,-94.344089
MO,29013,Bates,38.257217,-94.339246
MO,29015,Benton,38.301036,-93.287942
MO,29017,Bollinger,37.318349,-90.024601
MO,29019,Boone,38.989657,-92.310779
MO,29021,Buchanan,39.66037,-94.808173
MO,29023,Butler,36.71518,-90.40313
MO,29025,Caldwell,39.658998,-93.979179
MO,29027,Callaway,38.835966,-91.924089
MO,29029,Camden,38.031995,-92.765138
MO,29031,Cape Girardeau,37.383882,-89.684908
MO,29033,Carroll,39.427375,-93.500227
MO,29035,Carter,36.944783,-90.945626
MO,29037,Cass,38.647159,-94.354242
MO,29039,Cedar,37.733655,-93.850014
MO,29041,Chariton,39.517969,-92.961621
MO,29043,Christian,36.969739,-93.187614
MO,29045,Clark,40.407275,-91.729472
MO,29047,Clay,39.315551,-94.421502
MO,29049,Clinton,39.608723,-94.395803
MO,29051,Cole,38.506847,-92.271404
MO,29053,Cooper,38.845386,-92.812323
MO,29055,Crawford,37.966561,-91.313933
MO,29057,Dade,37.43235,-93.854878
MO,29059,Dallas,37.683583,-93.033812
MO,29061,Daviess,39.962839,-93.970053
MO,29063,DeKalb,39.894665,-94.40719
MO,29065,Dent,37.60325,-91.495916
MO,29067,Douglas,36.946517,-92.515892
MO,29069,Dunklin,36.153025,-90.062254
MO,29071,Franklin,38.408313,-91.07341
MO,29073,Gasconade,38.441183,-91.50578
MO,29075,Gentry,40.209379,-94.40411
MO,29077,Greene,37.258196,-93.340641
MO,29079,Grundy,40.112541,-93.565054
MO,29081,Harrison,40.34562,-93.992582
MO,29083,Henry,38.386491,-93.792628
MO,29085,Hickory,37.9367,-93.322835
MO,29087,Holt,40.095724,-95.219072
MO,29089,Howard,39.143365,-92.695926
MO,29091,Howell,36.774369,-91.887368
MO,29093,Iron,37.62596,-90.699627
MO,29095,Jackson,39.007233,-94.342507
MO,29097,Jasper,37.200865,-94.338869
MO,29099,Jefferson,38.257414,-90.543138
MO,29101,Johnson,38.74588,-93.805999
MO,29103,Knox,40.136776,-92.146809
MO,29105,Laclede,37.65969,-92.594832
MO,29107,Lafayette,39.068705,-93.802639
MO,29109,Lawrence,37.106135,-93.833262
MO,29111,Lewis,40.084559,-91.728803
MO,29113,Lincoln,39.058568,-90.957771
MO,29115,Linn,39.86444,-93.108019
MO,29117,Livingston,39.778587,-93.548201
MO,29119,McDonald,36.630218,-94.343956
MO,29121,Macon,39.829795,-92.56434
MO,29123,Madison,37.473235,-90.345453
MO,29125,Maries,38.162615,-91.923601
MO,29127,Marion,39.807538,-91.635379
MO,29129,Mercer,40.421414,-93.567631
MO,29131,Miller,38.21672,-92.429871
MO,29133,Mississippi,36.826264,-89.295929
MO,29135,Moniteau,38.633037,-92.583642
MO,29137,Monroe,39.49827,-92.006458
MO,29139,Montgomery,38.935162,-91.465437
MO,29141,Morgan,38.420807,-92.874835
MO,29143,New Madrid,36.594261,-89.655949
MO,29145,Newton,36.908017,-94.334741
MO,29147,Nodaway,40.360484,-94.883281
MO,29149,Oregon,36.684867,-91.402902
MO,29151,Osage,38.464254,-91.859504
MO,29153,Ozark,36.649643,-92.45858
MO,29155,Pemiscot,36.209916,-89.785942
MO,29157,Perry,37.71113,-89.802125
MO,29159,Pettis,38.727367,-93.285207
MO,29161,Phelps,37.866326,-91.790349
MO,29163,Pike,39.344178,-91.171042
MO,29165,Platte,39.378696,-94.761472
MO,29167,Polk,37.616761,-93.400817
MO,29169,Pulaski,37.824835,-92.207022
MO,29171,Putnam,40.478606,-93.014531
MO,29173,Ralls,39.553455,-91.524787
MO,29175,Randolph,39.441601,-92.492725
MO,29177,Ray,39.308401,-93.995746
MO,29179,Reynolds,37.360857,-90.969516
MO,29181,Ripley,36.648902,-90.86706
MO,29183,St. Charles,38.781102,-90.674915
MO,29185,St. Clair,38.039069,-93.773077
MO,29186,Ste. Genevieve,37.89018,-90.18117
MO,29187,St. Francois,37.810707,-90.473868
MO,29189,St. Louis,38.640702,-90.445954
MO,29195,Saline,39.13584,-93.204164
MO,29197,Schuyler,40.469361,-92.519016
MO,29199,Scotland,40.447686,-92.142824
MO,29201,Scott,37.047793,-89.568098
MO,29203,Shannon,37.15198,-91.398364
MO,29205,Shelby,39.797531,-92.088719
MO,29207,Stoddard,36.855428,-89.941735
MO,29209,Stone,36.747857,-93.467782
MO,29211,Sullivan,40.209587,-93.109783
MO,29213,Taney,36.649827,-93.042819
MO,29215,Texas,37.314257,-91.964478
MO,29217,Vernon,37.850196,-94.341597
MO,29219,Warren,38.761902,-91.159307
MO,29221,Washington,37.942315,-90.897056
MO,29223,Wayne,37.113825,-90.460868
MO,29225,Webster,37.280804,-92.87608
MO,29227,Worth,40.480482,-94.419129
MO,29229,Wright,37.267636,-92.48001
MO,29510,St. Louis [9],38.635699,-90.244582
MT,30001,Beaverhead,45.133863,-112.892869
MT,30003,Big Horn,45.407869,-107.518163
MT,30005,Blaine,48.428282,-108.967648
MT,30007,Broadwater,46.334476,-111.496103
MT,30009,Carbon,45.224475,-109.028551
MT,30011,Carter,45.516825,-104.515324
MT,30013,Cascade,47.316443,-111.350571
MT,30015,Chouteau,47.886837,-110.436189
MT,30017,Custer,46.261481,-105.550508
MT,30019,Daniels,48.794429,-105.541739
MT,30021,Dawson,47.272425,-104.901027
MT,30023,Deer Lodge,46.099059,-113.139108
MT,30025,Fallon,46.318184,-104.405718
MT,30027,Fergus,47.222997,-109.22328
MT,30029,Flathead,48.314696,-114.054319
MT,30031,Gallatin,45.535559,-111.173443
MT,30033,Garfield,47.281174,-106.982212
MT,30035,Glacier,48.705671,-112.990502
MT,30037,Golden Valley,46.380624,-109.174586
MT,30039,Granite,46.395358,-113.425683
MT,30041,Hill,48.628331,-110.106372
MT,30043,Jefferson,46.126557,-112.056771
MT,30045,Judith Basin,47.032558,-110.30532
MT,30047,Lake,47.642901,-114.083687
MT,30049,Lewis and Clark,47.122133,-112.382954
MT,30051,Liberty,48.559654,-111.036924
MT,30053,Lincoln,48.542232,-115.404343
MT,30055,McCone,47.629628,-105.757222
MT,30057,Madison,45.319288,-111.917328
MT,30059,Meagher,46.585706,-110.921781
MT,30061,Mineral,47.155213,-115.06455
MT,30063,Missoula,47.027263,-113.892681
MT,30065,Musselshell,46.505665,-108.436982
MT,30067,Park,45.421905,-110.532798
MT,30069,Petroleum,47.141917,-108.226575
MT,30071,Phillips,48.250155,-107.928833
MT,30073,Pondera,48.230312,-112.219928
MT,30075,Powder River,45.40889,-105.555259
MT,30077,Powell,46.844225,-112.9311
MT,30079,Prairie,46.852434,-105.375808
MT,30081,Ravalli,46.079298,-114.119065
MT,30083,Richland,47.785513,-104.563387
MT,30085,Roosevelt,48.282747,-104.99517
MT,30087,Rosebud,46.161734,-106.701953
MT,30089,Sanders,47.756469,-115.180225
MT,30091,Sheridan,48.705523,-104.533913
MT,30093,Silver Bow,45.895959,-112.660222
MT,30095,Stillwater,45.663496,-109.391752
MT,30097,Sweet Grass,45.81306,-109.941312
MT,30099,Teton,47.819035,-112.281725
MT,30101,Toole,48.645052,-111.733493
MT,30103,Treasure,46.209636,-107.280494
MT,30105,Valley,48.365713,-106.687883
MT,30107,Wheatland,46.497047,-109.857147
MT,30109,Wibaux,46.962866,-104.274466
MT,30111,Yellowstone,45.936987,-108.276656
NE,31001,Adams,40.520632,-98.500044
NE,31003,Antelope,42.183225,-98.058037
NE,31005,Arthur,41.570856,-101.697045
NE,31007,Banner,41.53975,-103.726263
NE,31009,Blaine,41.92523,-99.990771
NE,31011,Boone,41.7054,-98.066794
NE,31013,Box Butte,42.215665,-103.087821
NE,31015,Boyd,42.894448,-98.773022
NE,31017,Brown,42.34939,-99.923176
NE,31019,Buffalo,40.855226,-99.074983
NE,31021,Burt,41.854179,-96.337746
NE,31023,Butler,41.226072,-97.13204
NE,31025,Cass,40.909878,-96.140609
NE,31027,Cedar,42.604511,-97.256824
NE,31029,Chase,40.53039,-101.694192
NE,31031,Cherry,42.566985,-101.072622
NE,31033,Cheyenne,41.214236,-103.011929
NE,31035,Clay,40.523669,-98.05105
NE,31037,Colfax,41.574675,-97.089455
NE,31039,Cuming,41.915865,-96.788517
NE,31041,Custer,41.393893,-99.726866
NE,31043,Dakota,42.390456,-96.562549
NE,31045,Dawes,42.711214,-103.134872
NE,31047,Dawson,40.867378,-99.815154
NE,31049,Deuel,41.112988,-102.332604
NE,31051,Dixon,42.48528,-96.855862
NE,31053,Dodge,41.577008,-96.645853
NE,31055,Douglas,41.297091,-96.154066
NE,31057,Dundy,40.180165,-101.681133
NE,31059,Fillmore,40.52504,-97.596705
NE,31061,Franklin,40.183203,-98.96208
NE,31063,Frontier,40.530947,-100.406683
NE,31065,Furnas,40.191991,-99.909661
NE,31067,Gage,40.255234,-96.683453
NE,31069,Garden,41.659381,-102.328229
NE,31071,Garfield,41.905572,-98.922998
NE,31073,Gosper,40.509838,-99.824078
NE,31075,Grant,41.915867,-101.756875
NE,31077,Greeley,41.5676,-98.530566
NE,31079,Hall,40.866023,-98.498004
NE,31081,Hamilton,40.877145,-98.021943
NE,31083,Harlan,40.178766,-99.403418
NE,31085,Hayes,40.535786,-101.05558
NE,31087,Hitchcock,40.176896,-101.044217
NE,31089,Holt,42.459287,-98.784766
NE,31091,Hooker,41.9187,-101.11681
NE,31093,Howard,41.219403,-98.513303
NE,31095,Jefferson,40.175736,-97.143103
NE,31097,Johnson,40.395457,-96.268562
NE,31099,Kearney,40.506269,-98.948461
NE,31101,Keith,41.194404,-101.644474
NE,31103,Keya Paha,42.87548,-99.718351
NE,31105,Kimball,41.199155,-103.711105
NE,31107,Knox,42.634405,-97.891349
NE,31109,Lancaster,40.783547,-96.688658
NE,31111,Lincoln,41.050322,-100.744481
NE,31113,Logan,41.542156,-100.443665
NE,31115,Loup,41.897714,-99.509764
NE,31117,McPherson,41.596473,-101.060237
NE,31119,Madison,41.909929,-97.606856
NE,31121,Merrick,41.169801,-98.031051
NE,31123,Morrill,41.732205,-102.990599
NE,31125,Nance,41.402386,-97.991408
NE,31127,Nemaha,40.387448,-95.850954
NE,31129,Nuckolls,40.176492,-98.046842
NE,31131,Otoe,40.637992,-96.131027
NE,31133,Pawnee,40.13785,-96.245225
NE,31135,Perkins,40.856065,-101.636443
NE,31137,Phelps,40.516365,-99.406557
NE,31139,Pierce,42.271413,-97.610992
NE,31141,Platte,41.576866,-97.513467
NE,31143,Polk,41.187925,-97.570663
NE,31145,Red Willow,40.16942,-100.468576
NE,31147,Richardson,40.123743,-95.718603
NE,31149,Rock,42.413325,-99.45853
NE,31151,Saline,40.516802,-97.131755
NE,31153,Sarpy,41.115064,-96.109125
NE,31155,Saunders,41.223152,-96.640923
NE,31157,Scotts Bluff,41.851589,-103.70586
NE,31159,Seward,40.871944,-97.140383
NE,31161,Sheridan,42.507074,-102.389698
NE,31163,Sherman,41.218743,-98.972849
NE,31165,Sioux,42.483806,-103.742605
NE,31167,Stanton,41.904793,-97.174724
NE,31169,Thayer,40.173845,-97.596263
NE,31171,Thomas,41.84862,-100.506911
NE,31173,Thurston,42.154061,-96.533943
NE,31175,Valley,41.564094,-98.983484
NE,31177,Washington,41.533979,-96.224574
NE,31179,Wayne,42.210746,-97.126243
NE,31181,Webster,40.180646,-98.49859
NE,31183,Wheeler,41.937859,-98.522289
NE,31185,York,40.873056,-97.596742
NV,32001,Churchill,39.525701,-118.270419
NV,32003,Clark,36.214236,-115.013819
NV,32005,Douglas,38.905129,-119.609019
NV,32007,Elko,41.141133,-115.351424
NV,32009,Esmeralda,37.778966,-117.632382
NV,32011,Eureka,39.977788,-116.272208
NV,32013,Humboldt,41.407914,-118.127592
NV,32015,Lander,39.900211,-117.04724
NV,32017,Lincoln,37.634605,-114.863037
NV,32019,Lyon,39.022214,-119.197417
NV,32021,Mineral,38.516647,-118.416279
NV,32023,Nye,37.966379,-116.459047
NV,32027,Pershing,40.439639,-118.409477
NV,32029,Storey,39.438385,-119.524646
NV,32031,Washoe,40.703311,-119.710315
NV,32033,White Pine,39.417804,-114.900945
NV,32510,Carson City [9],39.153447,-119.743442
NH,33001,Belknap,43.519109,-71.425366
NH,33003,Carroll,43.867567,-71.201665
NH,33005,Cheshire,42.925455,-72.248217
NH,33007,Coos,44.652419,-71.289383
NH,33009,Grafton,43.926488,-71.842264
NH,33011,Hillsborough,42.911643,-71.723101
NH,33013,Merrimack,43.299485,-71.68013
NH,33015,Rockingham,42.98936,-71.099437
NH,33017,Strafford,43.293177,-71.035927
NH,33019,Sullivan,43.361188,-72.222084
NJ,34001,Atlantic,39.469354,-74.633758
NJ,34003,Bergen,40.95909,-74.074522
NJ,34005,Burlington,39.875786,-74.663006
NJ,34007,Camden,39.802352,-74.961251
NJ,34009,Cape May,39.086143,-74.847716
NJ,34011,Cumberland,39.328387,-75.121644
NJ,34013,Essex,40.787217,-74.246136
NJ,34015,Gloucester,39.721019,-75.143708
NJ,34017,Hudson,40.731384,-74.078627
NJ,34019,Hunterdon,40.565283,-74.91197
NJ,34021,Mercer,40.282503,-74.703724
NJ,34023,Middlesex,40.439593,-74.407585
NJ,34025,Monmouth,40.287056,-74.152446
NJ,34027,Morris,40.858581,-74.547427
NJ,34029,Ocean,39.86585,-74.263027
NJ,34031,Passaic,41.033763,-74.300308
NJ,34033,Salem,39.573828,-75.357356
NJ,34035,Somerset,40.565522,-74.61993
NJ,34037,Sussex,41.137424,-74.691855
NJ,34039,Union,40.659871,-74.308696
NJ,34041,Warren,40.853524,-75.009542
NM,35001,Bernalillo,35.054002,-106.669065
NM,35003,Catron,33.901814,-108.392097
NM,35005,Chaves,33.361605,-104.469837
NM,35006,Cibola,34.93205,-108.000255
NM,35007,Colfax,36.612963,-104.640126
NM,35009,Curry,34.572984,-103.346055
NM,35011,De Baca,34.351429,-104.401527
NM,35013,Dona Ana,32.350912,-106.832182
NM,35015,Eddy,32.457858,-104.306471
NM,35017,Grant,32.732087,-108.381504
NM,35019,Guadalupe,34.869782,-104.784968
NM,35021,Harding,35.863152,-103.829931
NM,35023,Hidalgo,31.899658,-108.745729
NM,35025,Lea,32.795687,-103.413271
NM,35027,Lincoln,33.740941,-105.449083
NM,35028,Los Alamos,35.870047,-106.307968
NM,35029,Luna,32.184482,-107.746639
NM,35031,McKinley,35.573732,-108.255307
NM,35033,Mora,35.982841,-104.921898
NM,35035,Otero,32.588776,-105.781079
NM,35037,Quay,35.107018,-103.548071
NM,35039,Rio Arriba,36.509669,-106.693983
NM,35041,Roosevelt,34.021457,-103.482725
NM,35043,Sandoval,35.685073,-106.882618
NM,35045,San Juan,36.511625,-108.324578
NM,35047,San Miguel,35.476876,-104.803515
NM,35049,Santa Fe,35.513722,-105.966441
NM,35051,Sierra,33.119479,-107.188161
NM,35053,Socorro,33.991614,-106.939003
NM,35055,Taos,36.576529,-105.637987
NM,35057,Torrance,34.634644,-105.846836
NM,35059,Union,36.488085,-103.475723
NM,35061,Valencia,34.71684,-106.806582
NY,36001,Albany,42.588271,-73.974014
NY,36003,Allegany,42.247894,-78.026176
NY,36005,Bronx [10],40.848711,-73.852939
NY,36007,Broome,42.161977,-75.830291
NY,36009,Cattaraugus,42.244853,-78.681006
NY,36011,Cayuga,43.008546,-76.574587
NY,36013,Chautauqua,42.304216,-79.407595
NY,36015,Chemung,42.155281,-76.747179
NY,36017,Chenango,42.489732,-75.604905
NY,36019,Clinton,44.75271,-73.705648
NY,36021,Columbia,42.247729,-73.626805
NY,36023,Cortland,42.593824,-76.076265
NY,36025,Delaware,42.193987,-74.966728
NY,36027,Dutchess,41.755009,-73.739951
NY,36029,Erie,42.752759,-78.778192
NY,36031,Essex,44.108971,-73.777573
NY,36033,Franklin,44.594374,-74.31067
NY,36035,Fulton,43.115609,-74.423678
NY,36037,Genesee,43.00091,-78.192778
NY,36039,Greene,42.286951,-74.149495
NY,36041,Hamilton,43.657879,-74.502456
NY,36043,Herkimer,43.461635,-74.894694
NY,36045,Jefferson,43.995371,-76.053522
NY,36047,Kings [10],40.635133,-73.950777
NY,36049,Lewis,43.786397,-75.442617
NY,36051,Livingston,42.727485,-77.76978
NY,36053,Madison,42.910026,-75.663575
NY,36055,Monroe,43.464475,-77.664656
NY,36057,Montgomery,42.900891,-74.435358
NY,36059,Nassau,40.729687,-73.589384
NY,36061,New York [10],40.776557,-73.970174
NY,36063,Niagara,43.456731,-78.792143
NY,36065,Oneida,43.242727,-75.434282
NY,36067,Onondaga,43.00653,-76.196117
NY,36069,Ontario,42.856695,-77.303277
NY,36071,Orange,41.40241,-74.306252
NY,36073,Orleans,43.502287,-78.229726
NY,36075,Oswego,43.461443,-76.209258
NY,36077,Otsego,42.629776,-75.028841
NY,36079,Putnam,41.427904,-73.743882
NY,36081,Queens [10],40.658557,-73.837929
NY,36083,Rensselaer,42.710421,-73.513845
NY,36085,Richmond [10],40.563855,-74.137063
NY,36087,Rockland,41.154785,-74.024772
NY,36089,St. Lawrence,44.488113,-75.074311
NY,36091,Saratoga,43.106135,-73.855387
NY,36093,Schenectady,42.817542,-74.043583
NY,36095,Schoharie,42.591294,-74.438172
NY,36097,Schuyler,42.419776,-76.938604
NY,36099,Seneca,42.782294,-76.827088
NY,36101,Steuben,42.266725,-77.385525
NY,36103,Suffolk,40.943554,-72.692218
NY,36105,Sullivan,41.720176,-74.76468
NY,36107,Tioga,42.178057,-76.29745
NY,36109,Tompkins,42.453281,-76.473712
NY,36111,Ulster,41.947232,-74.265447
NY,36113,Warren,43.555105,-73.838139
NY,36115,Washington,43.312377,-73.439428
NY,36117,Wayne,43.458758,-77.063164
NY,36119,Westchester,41.15277,-73.745912
NY,36121,Wyoming,42.701363,-78.228567
